"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"p buneman , l libkin , d suciu , v tannen , l wong","","comprehension syntax","comprehension syntax","dblp_b_1008","sigmod record","1994"
"j widom","systems database","ride closing ads issues report active panel research","research issues in active database systems : report from the closing panel at ride-ads '94","dblp_b_1009","sigmod record","1994"
"l lakshmanan , r ng , j han , a pang","","frequent constraints variable queries constrained set optimization","optimization of constrained frequent set queries with 2-variable constraints","dblp_b_1010","sigmod conference","1999"
"d barbarс , j blakeley , d fishman , d lomet , m stonebraker","database","products industrial summary panel impact research","the impact of database research on industrial products ( panel summary )","dblp_b_1011","sigmod record","1994"
"c hidber","","association rule mining online","online association rule mining","dblp_b_1012","sigmod conference","1999"
"","","announcement language final definition","the tsql2 final language definition announcement","dblp_b_1013","sigmod record","1994"
"h jagadish , l lakshmanan , t milo , d srivastava , d vista","","querying directories network","querying network directories","dblp_b_1014","sigmod conference","1999"
"c yeung , s hung , k lam","","evaluation detection deadlock new performance distributed algorithm","performance evaluation of a new distributed deadlock detection algorithm","dblp_b_1015","sigmod record","1994"
"y breitbart , r komondoor , r rastogi , s seshadri , a silberschatz","databases","replicated propagation update protocols","update propagation protocols for replicated databases","dblp_b_1016","sigmod conference","1999"
"d lomet , m tuttle","","recovery extend new logging domains logical","logical logging to extend recovery to new domains","dblp_b_1017","sigmod conference","1999"
"x qian","","nii bandwagon jumping","jumping on the nii bandwagon","dblp_b_1019","sigmod record","1994"
"m ankerst , m breunig , h kriegel , j sander","","structure identify ordering clustering optics points","optics : ordering points to identify the clustering structure","dblp_b_1020","sigmod conference","1999"
"h jagadish , l lakshmanan , d srivastava","data","sandwiches optimal warehouse strategies snakes clustering","snakes and sandwiches : optimal clustering strategies for a data warehouse","dblp_b_1022","sigmod conference","1999"
"s acharya , v poosala , s ramaswamy","databases","selectivity spatial estimation","selectivity estimation in spatial databases","dblp_b_1023","sigmod conference","1999"
"j ramirez , l smith , l peterson","information systems","characterization challenges medical","medical information systems : characterization and challenges","dblp_b_1024","sigmod record","1994"
"t team","management data","ten memory consumer approach times transactions","in-memory data management for consumer transactions the times-ten approach","dblp_b_1025","sigmod conference","1999"
"r agrawal , a somani , y xu","data","storage commerce querying e","storage and querying of e-commerce data","dblp_b_1026","vldb","2001"
"d grigori , f casati , u dayal , m shan","","prediction exception process improving quality prevention business understanding","improving business process quality through exception understanding , prediction , and prevention","dblp_b_1027","vldb","2001"
"b ojjeh","","site edition commerce server microsoft","microsoft site server ( commerce edition )","dblp_b_1028","sigmod conference","1999"
"a rajaraman","database","issues commerce experience e","e-commerce database issues and experience","dblp_b_1029","sigmod conference","1999"
"a ailamaki , d dewitt , m hill , m skounakis","","performance relations cache weaving","weaving relations for cache performance","dblp_b_1030","vldb","2001"
"t bergstraesser , p bernstein , s pal , d shutt","","workspaces repository versions microsoft","versions and workspaces in microsoft repository","dblp_b_1031","sigmod conference","1999"
"y sakurai , m yoshikawa , r kataoka , s uemura","using","spatial queries search adaptive ellipsoid similarity transformation","similarity search for adaptive ellipsoid queries using spatial transformation","dblp_b_1032","vldb","2001"
"s dill , r kumar , k mccurley , s rajagopalan , d sivakumar , a tomkins","","similarity web self","self-similarity in the web","dblp_b_1033","vldb","2001"
"l do , p ram , p drew","","transactions need asynchronous distributed","the need for distributed asynchronous transactions","dblp_b_1034","sigmod conference","1999"
"a gilbert , y kotidis , s muthukrishnan , m strauss","","surfing streams one aggregate queries approximate pass wavelets summaries","surfing wavelets on streams : one-pass summaries for approximate aggregate queries","dblp_b_1035","vldb","2001"
"m jarke , c quix , g blees , d lehmann , g michalk , s striel","using data","oltp quality mechanisms warehouse improving","improving oltp data quality using data warehouse mechanisms","dblp_b_1036","sigmod conference","1999"
"v crescenzi , g mecca , p merialdo","data","roadrunner automatic towards sites large extraction web","roadrunner : towards automatic data extraction from large web sites","dblp_b_1037","vldb","2001"
"b adelberg , m denny","","version nodose","nodose version 2.0","dblp_b_1038","sigmod conference","1999"
"r baumgartner , s flesca , g gottlob","information","extraction lixto web visual","visual web information extraction with lixto","dblp_b_1039","vldb","2001"
"r barga , d lomet","","making phoenix applications robust","phoenix : making applications robust","dblp_b_1040","sigmod conference","1999"
"w li , q vu , e chang , d agrawal , k hirata , s mukherjea , y wu , c bufi , k chang , y hara , r ito , y kimura , k shimazu , y saito","system management information","personalizable sharing web organization powerbookmarks","powerbookmarks : a system for personalizable web information organization , sharing , and management","dblp_b_1041","sigmod conference","1999"
"d margaritis , c faloutsos , s thrun","data","tool fast mining scalable netcube compression","netcube : a scalable tool for fast data mining and compression","dblp_b_1042","vldb","2001"
"g dong , j han , j lam , j pei , k wang","data","multi gradients mining constrained dimensional cubes","mining multi-dimensional constrained gradients in data cubes","dblp_b_1043","vldb","2001"
"e rundensteiner , k claypool , m li , l chen , x zhang , c natarajan , j jin , s lima , s weiner","based","generic facility serf odmg structuring","serf : odmg-based generic re-structuring facility","dblp_b_1044","sigmod conference","1999"
"t zhou , l liu , c pu","system management","transactional activity tam dynamic","tam : a system for dynamic transactional activity management","dblp_b_1045","sigmod conference","1999"
"q li , b moon","data","indexing querying path expressions xml regular","indexing and querying xml data for regular path expressions","dblp_b_1046","vldb","2001"
"v raman , j hellerstein","system data","cleaning wheel interactive potter","potter 's wheel : an interactive data cleaning system","dblp_b_1047","vldb","2001"
"s acharya , p gibbons , v poosala , s ramaswamy","system","approximate query answering aqua","the aqua approximate query answering system","dblp_b_1048","sigmod conference","1999"
"a brodsky , v segal , j chen , p exarkhopoulo","system database","oriented ccube constraint object","the ccube constraint object-oriented database system","dblp_b_1049","sigmod conference","1999"
"l fegaras , r elmasri","data","engines xml query web accessible","query engines for web-accessible xml data","dblp_b_1050","vldb","2001"
"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk","data","relational querying xml views","querying xml views of relational data","dblp_b_1051","vldb","2001"
"p bonnet , k buza , z chen , v cheng , r chung , t hickey , r kennedy , d mahashin , t mayr , i oprencak , p seshadri , h siu","system","predator cornell adding mobility jaguar","the cornell jaguar system : adding mobility to predator","dblp_b_1052","sigmod conference","1999"
"s cluet , p veltri , d vodislav","","large repository scale views xml","views in a large scale xml repository","dblp_b_1053","vldb","2001"
"n roussopoulos , y kotidis , y sismanis","","cubetree controller organization storage active multisync","the active multisync controller of the cubetree storage organization","dblp_b_1054","sigmod conference","1999"
"a natsev , y chang , j smith , c li , j vitter","","ranked queries incremental join inputs supporting","supporting incremental join queries on ranked inputs","dblp_b_1055","vldb","2001"
"m bіhlen , l bukauskas , c dyreson","database","search engine jungle","the jungle database search engine","dblp_b_1056","sigmod conference","1999"
"k chang , h garcia-molina","information","query vocabulary heterogeneous across sources mind mapping","mind your vocabulary : query mapping across heterogeneous information sources","dblp_b_1057","sigmod conference","1999"
"s sundara , y hu , t chorma , n agarwal , j srinivasan","using","framework indexing collection xml document scheme extensibility developing","developing an indexing scheme for xml document collection using the oracle8i extensibility framework","dblp_b_1058","vldb","2001"
"w li , k candan , w hsiung , o po , d agrawal , q luo , w huang , y akca , c yilmaz","database","commerce e technology sites accelerating portal web driven cache","cache portal : technology for accelerating database-driven e-commerce web sites","dblp_b_1059","vldb","2001"
"a marathe , k salem","","processing arrays query techniques","query processing techniques for arrays","dblp_b_1060","sigmod conference","1999"
"a natsev , r rastogi , k shim","databases","similarity algorithm image walrus retrieval","walrus : a similarity retrieval algorithm for image databases","dblp_b_1061","sigmod conference","1999"
"h blok , m windhouwer , r zwol , m petkovic , p apers , m kersten , w jonker","","scalable search library digital flexible","flexible and scalable digital library search","dblp_b_1062","vldb","2001"
"r sawai , m tsukamoto , y loh , t terada , s nishio","information","functional filtering properties","functional properties of information filtering","dblp_b_1063","vldb","2001"
"w labio , r yerneni , h garcia-molina","","window update warehouse shrinking","shrinking the warehouse update window","dblp_b_1064","sigmod conference","1999"
"y papakonstantinou , v vassalos","data","semistructured query rewriting","query rewriting for semistructured data","dblp_b_1065","sigmod conference","1999"
"l brown , l gruenwald","system based","virtual images content save retrieval space prototype uses","a prototype content-based retrieval system that uses virtual images to save space","dblp_b_1066","vldb","2001"
"d adler","data","spatial within extender rdbms","db2 spatial extender - spatial data within the rdbms","dblp_b_1067","vldb","2001"
"a deutsch , m fernandez , d suciu","data","semistructured stored storing","storing semistructured data with stored","dblp_b_1068","sigmod conference","1999"
"l zeng , b benatallah , p nguyen , a ngu","system management based","workflow agflow agent enterprise cross","agflow : agent-based cross-enterprise workflow management system","dblp_b_1069","vldb","2001"
"p seshadri","","dbms shrunk honey beyond panel footprint mobility","`` honey , i shrunk the dbms '' : footprint , mobility , and beyond ( panel )","dblp_b_1070","sigmod conference","1999"
"y maeda , m toyama","using data","actiview adaptive presentation supersql","actiview : adaptive data presentation using supersql","dblp_b_1071","vldb","2001"
"d embley , y jiang , y ng","","discovery boundary web record documents","record-boundary discovery in web documents","dblp_b_1072","sigmod conference","1999"
"m stillger , g lohman , v markl , m kandil","","learning optimizer leo","leo - db2 's learning optimizer","dblp_b_1073","vldb","2001"
"","databases","petabyte","petabyte databases","dblp_b_1074","","1999"
"p sondag","","way society paving knowledge web semantic","the semantic web paving the way to the knowledge society","dblp_b_1075","vldb","2001"
"m garofalakis , s ramaswamy , r rastogi , k shim","","crawlers mining portals web panel mice men","of crawlers , portals , mice and men : is there more to mining the web ? ( panel )","dblp_b_1076","sigmod conference","1999"
"","data","managing web","managing web data","dblp_b_1077","","1999"
"j bercken , b blohsfeld , j dittrich , j krфmer , t schфfer , m schneider , b seeger","database","implementations efficient advanced queries library approach supporting xxl","xxl - a library approach to supporting efficient implementations of advanced database queries","dblp_b_1078","vldb","2001"
"","databases data","mining hypertext","hypertext databases and data mining","dblp_b_1079","","1999"
"m andrei , p valduriez","using","sybase optimizer plans communication abstract ase user","user-optimizer communication using abstract plans in sybase ase","dblp_b_1080","vldb","2001"
"p brown","","spirit implementing sql","implementing the spirit of sql-99","dblp_b_1081","sigmod conference","1999"
"","using data databases","relational storage xml retrieval","storage and retrieval of xml data using relational databases","dblp_b_1082","","2001"
"m carey , d chamberlin , s narayanan , b vance , d doole , s rielau , r swagerman , n mattos","","happening","o-o , what 's happening to db2 ?","dblp_b_1083","sigmod conference","1999"
"b hammond","","microsoft server replication sql merge","merge replication in microsoft 's sql server 7.0","dblp_b_1084","sigmod conference","1999"
"e sol","databases","ambient embedded abstract computer network ubiquitous devices intelligence hidden","ambient intelligence with the ubiquitous network , the embedded computer devices and the hidden databases ( abstract )","dblp_b_1085","vldb","2001"
"k kanth , s ravada , j sharma , j banerjee","data","indexing medium dimensionality oracle","indexing medium-dimensionality data in oracle","dblp_b_1086","sigmod conference","1999"
"","","processes managing via workflow technology business","managing business processes via workflow technology","dblp_b_1087","","2001"
"a marian , s abiteboul , g cobena , l mignet","management","warehouse centric versions change xml","change-centric management of versions in an xml warehouse","dblp_b_1088","vldb","2001"
"s adali , p bonatti , m sapino , v subrahmanian","","similarity multi algebra","a multi-similarity algebra","dblp_b_1089","sigmod conference","1998"
"m fernandez , d florescu , j kang , a levy , d suciu","system management","experiences boat site web strudel catching","catching the boat with strudel : experiences with a web-site management system","dblp_b_1090","sigmod conference","1998"
"a aboulnaga , a alameldeen , j naughton","","scale applications selectivity path expressions xml estimating internet","estimating the selectivity of xml path expressions for internet scale applications","dblp_b_1091","vldb","2001"
"b yang , h garcia-molina","systems","comparing peer hybrid","comparing hybrid peer-to-peer systems","dblp_b_1092","vldb","2001"
"c chan , y ioannidis","","evaluation design bitmap index","bitmap index design and evaluation","dblp_b_1093","sigmod conference","1998"
"d aksoy , m franklin , s zdonik","data","broadcast staging demand","data staging for on-demand broadcast","dblp_b_1094","vldb","2001"
"s chaudhuri , v narasayya","","autoadmin utility index analysis","autoadmin ` what-if ' index analysis utility","dblp_b_1095","sigmod conference","1998"
"s chun , c chung , j lee , s lee","","sum queries range cube update dynamic","dynamic update cube for range-sum queries","dblp_b_1096","vldb","2001"
"m stonebraker","","panel right working problems","are we working on the right problems ? ( panel )","dblp_b_1097","sigmod conference","1998"
"p gibbons","","accurate queries answers event reports sampling distinct highly values","distinct sampling for highly-accurate answers to distinct values queries and event reports","dblp_b_1098","vldb","2001"
"n adam , y yesha","","electronic commerce tutorial","electronic commerce : tutorial","dblp_b_1099","sigmod conference","1998"
"g manku , s rajagopalan , b lindsay","","memory quantiles medians approximate pass limited one","approximate medians and other quantiles in one pass and with limited memory","dblp_b_1100","sigmod conference","1998"
"l gravano , p ipeirotis , h jagadish , n koudas , s muthukrishnan , d srivastava","database","approximate joins string almost free","approximate string joins in a database ( almost ) for free","dblp_b_1101","vldb","2001"
"d lomet , g weikum","information systems","application transparent recovery efficient server client","efficient and transparent application recovery in client-server information systems","dblp_b_1102","sigmod conference","1998"
"t urhan , m franklin","","scheduling query interactive improving pipeline performance dynamic","dynamic pipeline scheduling for improving interactive query performance","dblp_b_1103","vldb","2001"
"c bunker , l colby , r cole , w mckenna , g mulagund , d wilhite","data","brick aggregate warehousing informix vista maintenance red","aggregate maintenance for data warehousing in informix red brick vista","dblp_b_1104","vldb","2001"
"c doherty","management systems database","","database systems management and oracle8","dblp_b_1105","sigmod conference","1998"
"m franklin , s zdonik","data","technology perspective push face","data in your face : push technology in perspective","dblp_b_1106","sigmod conference","1998"
"t lahiri , v srihari , w chan , n macnaughton , s chandrasekaran","","caches extending disk clusters shared fusion cache","cache fusion : extending shared-disk clusters with shared caches","dblp_b_1107","vldb","2001"
"s berchtold , d keim","database","structures applications high support index tutorial next decade dimensional","high-dimensional index structures , database support for next decade 's applications ( tutorial )","dblp_b_1108","sigmod conference","1998"
"o shmueli","","architectures deployment services web internal","architectures for internal web services deployment","dblp_b_1109","vldb","2001"
"r sadri , c zaniolo , a zarkesh , j adibi","data","query pattern e mining language supporting sequential services instant","a sequential pattern query language for supporting instant data mining for e-services","dblp_b_1110","vldb","2001"
"s white , r cattell , s finkelstein","data","access java enterprise platform","enterprise java platform data access","dblp_b_1111","sigmod conference","1998"
"d whelan","management database","integrated issues document usage filenet","filenet integrated document management database usage and issues","dblp_b_1112","sigmod conference","1998"
"s novaretti","data","conservation activity french government documents electronic","french government activity in the conservation of data and electronic documents","dblp_b_1113","vldb","2001"
"v draluk","","overview services discovering web","discovering web services : an overview","dblp_b_1114","vldb","2001"
"j nauman , r suorsa","","high read traffic site web developing","developing a high traffic , read-only web site","dblp_b_1115","sigmod conference","1998"
"t lahiri , a josji , a jasuja , s chatterjee","database","universal server users","50,000 users on an oracle8 universal server database","dblp_b_1116","sigmod conference","1998"
"w o'connell , a witkowski , g graefe","","abstract reality analytical processing panel dream collaborative","collaborative analytical processing - dream or reality ? ( panel abstract )","dblp_b_1117","vldb","2001"
"k aulakh","system","media digital quark","about quark digital media system","dblp_b_1118","sigmod conference","1998"
"s tsur , s abiteboul , r agrawal , u dayal , j klein , g weikum","","commerce revolution e next panel web services","are web services the next revolution in e-commerce ? ( panel )","dblp_b_1119","vldb","2001"
"r ng , l lakshmanan , j han , a pang","","pruning optimizations mining association rules constrained exploratory","exploratory mining and pruning optimizations of constrained association rules","dblp_b_1120","sigmod conference","1998"
"s chien , v tsotras , c zaniolo","management","documents referencing multiversion object efficient","efficient management of multiversion documents by object referencing","dblp_b_1121","vldb","2001"
"i manolescu , d florescu , d kossmann","data","sources xml heterogeneous answering queries","answering xml queries on heterogeneous data sources","dblp_b_1122","vldb","2001"
"c baru , a gupta , b ludфscher , r marciano , y papakonstantinou , p velikhov , v chu","information based","mix xml mediation","xml-based information mediation with mix","dblp_b_1123","sigmod conference","1999"
"a bouguettaya , b benatallah , l hendra , j beard , k smith , m ouzzani","databases database","integrating corba wide world web","world wide database - integrating the web , corba , and databases","dblp_b_1124","sigmod conference","1999"
"s lin , m жzsu , v oria , r ng","databases","multi extendible querying image precision similarity hash","an extendible hash for multi-precision similarity querying of image databases","dblp_b_1125","vldb","2001"
"k bіhm , m mlivoncic , h schek , r weber","","evaluation queries fast techniques similarity complex","fast evaluation techniques for complex similarity queries","dblp_b_1126","vldb","2001"
"g vossen , m weske","system management","workflow oriented object","the wasa2 object-oriented workflow management system","dblp_b_1127","sigmod conference","1999"
"i bartolini , p ciaccia , f waas","","query feedbackbypass new interactive processing approach similarity","feedbackbypass : a new approach to interactive similarity query processing","dblp_b_1128","vldb","2001"
"r agrawal , j gehrke , d gunopulos , p raghavan","data","applications high automatic mining subspace clustering dimensional","automatic subspace clustering of high dimensional data for data mining applications","dblp_b_1129","sigmod conference","1998"
"q luo , j naughton","based database","backed caching form sites proxy web","form-based proxy caching for database-backed web sites","dblp_b_1130","vldb","2001"
"r jr.","databases","long mining patterns efficiently","efficiently mining long patterns from databases","dblp_b_1131","sigmod conference","1998"
"s cha , s hwang , k kim , k kwon","systems","memory indexes control concurrency conscious multiprocessor shared main cache","cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems","dblp_b_1132","vldb","2001"
"s guha , r rastogi , k shim","databases","efficient clustering algorithm large cure","cure : an efficient clustering algorithm for large databases","dblp_b_1133","sigmod conference","1998"
"e hunt , m atkinson , r irving","database","large sequences index biological","a database index to large biological sequences","dblp_b_1134","vldb","2001"
"m cherniack , s zdonik","based","rule transformations changing rules optimizers","changing the rules : transformations for rule-based optimizers","dblp_b_1135","sigmod conference","1998"
"y kotidis , n roussopoulos","based","aggregate rolap organization storage alternative views cubetrees","an alternative storage organization for rolap aggregate views based on cubetrees","dblp_b_1136","sigmod conference","1998"
"y kotidis","data","enabling architecture warehousing process service provisioning","a data warehousing architecture for enabling service provisioning process","dblp_b_1137","vldb","2001"
"k kanth , d agrawal , a singh","databases","similarity reduction searching dimensionality dynamic","dimensionality reduction for similarity searching in dynamic databases","dblp_b_1138","sigmod conference","1998"
"j bercken , b seeger","","loading evaluation bulk techniques generic","an evaluation of generic bulk loading techniques","dblp_b_1139","vldb","2001"
"n an , a sivasubramaniam , n vijaykrishnan , m kandemir , m irwin , s gurumurthi","data","analyzing spatial memory methods energy resident behavior access","analyzing energy behavior of spatial access methods for memory-resident data","dblp_b_1140","vldb","2001"
"t urhan , m franklin , l amsaleg","based","initial delays cost scrambling query","cost based query scrambling for initial delays","dblp_b_1141","sigmod conference","1998"
"h galhardas , d florescu , d shasha , e simon , c saita","data","algorithms language cleaning model declarative","declarative data cleaning : language , model , and algorithms","dblp_b_1142","vldb","2001"
"n kabra , d dewitt","","mid optimal query execution efficient plans optimization sub","efficient mid-query re-optimization of sub-optimal query execution plans","dblp_b_1143","sigmod conference","1998"
"s subramanian , s venkataraman","using based","cost views queries decision support transient optimization","cost-based optimization of decision support queries using transient views","dblp_b_1144","sigmod conference","1998"
"t kahveci , a singh","databases","structures string index efficient","efficient index structures for string databases","dblp_b_1145","vldb","2001"
"b cooper , n sample , m franklin , g hjaltason , m shadmon","data","semistructured fast index","a fast index for semistructured data","dblp_b_1146","vldb","2001"
"s chakrabarti , b dom , p indyk","using","hyperlinks hypertext enhanced categorization","enhanced hypertext categorization using hyperlinks","dblp_b_1147","sigmod conference","1998"
"s nestorov , s abiteboul , r motwani","data","semistructured extracting schema","extracting schema from semistructured data","dblp_b_1148","sigmod conference","1998"
"a nanopoulos , y theodoridis , y manolopoulos","based","clustering closest pairs","c2p : clustering based on closest pairs","dblp_b_1149","vldb","2001"
"p deshpande , k ramasamy , a shukla , j naughton","using","multidimensional chunks queries caching","caching multidimensional queries using chunks","dblp_b_1150","sigmod conference","1998"
"k tan , p eng , b ooi","","progressive skyline computation efficient","efficient progressive skyline computation","dblp_b_1151","vldb","2001"
"s agrawal , s chaudhuri , v narasayya","databases","selection sql indexes automated materialized views","automated selection of materialized views and indexes in sql databases","dblp_b_1152","vldb","2000"
"s grumbach , p rigaux , l segoufin","system","complex dedale spatial queries","the dedale system for complex spatial queries","dblp_b_1153","sigmod conference","1998"
"a papadopoulos , y manolopoulos","using","similarity processing arrays query disk","similarity query processing using disk arrays","dblp_b_1154","sigmod conference","1998"
"z bar-yossef , a berg , s chien , j fakcharoenphol , d weitz","","walks via queries approximating pages aggregate random web","approximating aggregate queries about web pages via random walks","dblp_b_1155","vldb","2000"
"g hjaltason , h samet","databases","spatial incremental join algorithms distance","incremental distance join algorithms for spatial databases","dblp_b_1156","sigmod conference","1998"
"j ding , l gravano , n shivakumar","","resources computing geographical scopes web","computing geographical scopes of web resources","dblp_b_1157","vldb","2000"
"m panti , l spalazzi , a giretti","information based","integration approach case","a case-based approach to information integration","dblp_b_1158","vldb","2000"
"y zhao , p deshpande , j naughton , a shukla","","evaluation multiple queries optimization dimensional simultaneous","simultaneous optimization and evaluation of multiple dimensional queries","dblp_b_1159","sigmod conference","1998"
"t seidl , h kriegel","","multi optimal nearest neighbor step search k","optimal multi-step k-nearest neighbor search","dblp_b_1160","sigmod conference","1998"
"k chang , h garcia-molina","information","query heterogeneous across sources translation approximate","approximate query translation across heterogeneous information sources","dblp_b_1161","vldb","2000"
"s cluet , c delobel , j simщon , k smaga","data","need mediators conversion","your mediators need data conversion !","dblp_b_1162","sigmod conference","1998"
"n pappas , s christodoulakis","","heterogenous environment stream design development service client","design and development of a stream service in a heterogenous client environment","dblp_b_1163","vldb","2000"
"i manolescu , d florescu , d kossmann , f xhumari , d olteanu","","living agora relational xml","agora : living with xml and relational","dblp_b_1164","vldb","2000"
"r miller","using","structures heterogeneous schematically","using schematically heterogeneous structures","dblp_b_1165","sigmod conference","1998"
"k dutta , a datta , d vandermeer , k ramamritham , h thomas","","enabling scalable online web personalization demonstration","demonstration : enabling scalable online personalization on the web","dblp_b_1166","vldb","2000"
"w cohen","databases using based","integration textual queries common heterogeneous domains without similarity","integration of heterogeneous databases without common domains using queries based on textual similarity","dblp_b_1167","sigmod conference","1998"
"m godfrey , t mayr , p seshadri , t eicken","database","secure extensibility portable","secure and portable database extensibility","dblp_b_1168","sigmod conference","1998"
"j basu , j fernсndez , o peschansky","","scalable applications building internet server","building scalable internet applications with oracle8i server","dblp_b_1169","vldb","2000"
"s deen , a jhingran , s navathe , e neuhold , g wiederhold","","vldb vision","a 20/20 vision of the vldb-2020 ?","dblp_b_1170","vldb","2000"
"s chaudhuri , r motwani , v narasayya","","much random construction enough sampling histogram","random sampling for histogram construction : how much is enough ?","dblp_b_1171","sigmod conference","1998"
"y matias , j vitter , m wang","based","selectivity wavelet estimation histograms","wavelet-based histograms for selectivity estimation","dblp_b_1172","sigmod conference","1998"
"s hvasshovd , s bratsberg , и torbjјrnsen","","dbms highly ultra available","an ultra highly available dbms","dblp_b_1173","vldb","2000"
"a nori","","extranet asera solutions architecture","asera : extranet architecture for b2b solutions","dblp_b_1174","vldb","2000"
"p larson , g graefe","management","generation run sorting external memory","memory management during run generation in external sorting","dblp_b_1175","sigmod conference","1998"
"b adelberg","data","structured tool semi automatically nodose documents text extracting","nodose - a tool for semi-automatically extracting semi-structured data from text documents","dblp_b_1176","sigmod conference","1998"
"c mohan , r barber , s watts , a somani , m zaharioudakis","database","domino applications lotus notes perspective groupware evolution business","evolution of groupware for business applications : a database perspective on lotus domino/notes","dblp_b_1177","vldb","2000"
"g cotter , b bauldock","information","commons infrastructure informatics biodiversity community","biodiversity informatics infrastructure : an information commons for the biodiversity community","dblp_b_1178","vldb","2000"
"p gibbons , y matias","based","statistics summary query new improving answers approximate sampling","new sampling-based summary statistics for improving approximate query answers","dblp_b_1179","sigmod conference","1998"
"s sarawagi , s thomas , r agrawal","systems database","relational integrating mining implications alternatives","integrating mining with relational database systems : alternatives and implications","dblp_b_1180","sigmod conference","1998"
"s banerjee","database","bioinformatics platform","a database platform for bioinformatics","dblp_b_1181","vldb","2000"
"m jaedicke , b mitschang","","dbms aggregate scalar parallel object processing relational functions","on parallel processing of aggregate and scalar functions in object-relational dbms","dblp_b_1182","sigmod conference","1998"
"s tsur","data","domain mining bioinformatics","data mining in the bioinformatics domain","dblp_b_1183","vldb","2000"
"r avnur , j hellerstein , b lo , c olston , b raman , v raman , t roth , k wylie","","line control technology output navigation refinement continuous","control : continuous output and navigation technology with refinement on-line","dblp_b_1184","sigmod conference","1998"
"s choenni","data based","algorithm design mining implementation genetic","design and implementation of a genetic-based algorithm for data mining","dblp_b_1185","vldb","2000"
"","","author index","author index","dblp_b_1186","vldb","2000"
"j ambite , n ashish , g barish , c knoblock , s minton , p modi , i muslea , a philpot , s tejada","system","mediators constructing internet sources ariadne","ariadne : a system for constructing mediators for internet sources","dblp_b_1187","sigmod conference","1998"
"j shanmugasundaram , e shekita , r barr , m carey , b lindsay , h pirahesh , b reinwald","data","relational xml publishing documents efficiently","efficiently publishing relational data as xml documents","dblp_b_1188","vldb","2000"
"s dar , g entin , s geva , e palmon","database","exploration dataspot easy web browsing dtl","dtl 's dataspot : database exploration as easy as browsing the web","dblp_b_1189","sigmod conference","1998"
"m altinel , m franklin","information","efficient xml documents filtering selective dissemination","efficient filtering of xml documents for selective dissemination of information","dblp_b_1190","vldb","2000"
"m kornacker , m shah , j hellerstein","","tool amdb method debugging access","amdb : an access method debugging tool","dblp_b_1191","sigmod conference","1998"
"k chakrabarti , m garofalakis , r rastogi , k shim","using","processing approximate wavelets query","approximate query processing using wavelets","dblp_b_1192","vldb","2000"
"b li , d shasha","data","parallel mining free","free parallel data mining","dblp_b_1193","sigmod conference","1998"
"y matias , j vitter , m wang","based","maintenance wavelet histograms dynamic","dynamic maintenance of wavelet-based histograms","dblp_b_1194","vldb","2000"
"e brewer","","high delivering availability engines inktomi search","delivering high availability for inktomi search engines","dblp_b_1195","sigmod conference","1998"
"c olston , a woodruff , a aiken , m chu , v ercegovac , m lin , m spalding , m stonebraker","","datasplash","datasplash","dblp_b_1196","sigmod conference","1998"
"b kemme , g alonso","database","consistent implement r replication n way new lazy postgres","do n't be lazy , be consistent : postgres-r , a new way to implement database replication","dblp_b_1197","vldb","2000"
"l liu , c pu , w tang , d buttler , j biggs , t zhou , p benninghoff , w han , f yu","","personalized toolkit update monitoring cq","cq : a personalized update monitoring toolkit","dblp_b_1198","sigmod conference","1998"
"h yu , a vahdat","","replicated services network efficient bounding error numerical","efficient numerical error bounding for replicated network services","dblp_b_1199","vldb","2000"
"l fegaras","databases","oriented query unnesting object","query unnesting in object-oriented databases","dblp_b_1200","sigmod conference","1998"
"g pardon , g alonso","management data","plug cheetah lightweight transaction play server internet","cheetah : a lightweight transaction server for plug-and-play internet data management","dblp_b_1201","vldb","2000"
"j rao , k ross","","strategy queries reusing new invariants correlated","reusing invariants : a new strategy for correlated queries","dblp_b_1202","sigmod conference","1998"
"k yagoub , d florescu , v issarny , p valduriez","data","strategies intensive sites web caching","caching strategies for data-intensive web sites","dblp_b_1203","vldb","2000"
"l wu , c faloutsos , k sycara , t payne","based","falcon content loop retrieval feedback adaptive","falcon : feedback adaptive loop for content-based retrieval","dblp_b_1204","vldb","2000"
"s berchtold , c bіhm , h kriegel","","dimensionality towards breaking technique curse pyramid","the pyramid-technique : towards breaking the curse of dimensionality","dblp_b_1205","sigmod conference","1998"
"b jѓnsson , m franklin , d srivastava","management information","buffer evaluation interaction query retrieval","interaction of query evaluation and buffer management for information retrieval","dblp_b_1206","sigmod conference","1998"
"s lee , t ling , h li","","hierarchical queries range compact cube max","hierarchical compact cube for range-max queries","dblp_b_1207","vldb","2000"
"b yi , c faloutsos","","indexing fast arbitrary sequence lp time norms","fast time sequence indexing for arbitrary lp norms","dblp_b_1208","vldb","2000"
"c li , r yerneni , v vassalos , h garcia-molina , y papakonstantinou , j ullman , m valiveti","based","tsimmis capability mediation","capability based mediation in tsimmis","dblp_b_1209","sigmod conference","1998"
"j chen , l wong , l zhang","system","protein query powered patent kleisli","a protein patent query system powered by kleisli","dblp_b_1210","sigmod conference","1998"
