"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"nick roussopoulos","data","materialized warehouses views","materialized views and data warehouses","acm_1768","acm sigmod record","1998"
"bradley f. burton , victor w. marek","management database","applications language programming java","applications of java programming language to database management","acm_1769","acm sigmod record","1998"
"stella gatziu , arne koschel , g &#252; nter von b &#252; ltzingsloewen , hans fritschi","","functionality active unbundling","unbundling active functionality","acm_1770","acm sigmod record","1998"
"chan man kuok , ada fu , man hon wong","databases","fuzzy association mining rules","mining fuzzy association rules in databases","acm_1771","acm sigmod record","1998"
"peter dadam , wolfgang klas","system information database","ulm university group research","the database and information system research group at the university of ulm","acm_1772","acm sigmod record","1997"
"akmal b. chaudhri","using management data","experiences real object report workshop world","workshop report on experiences using object data management in the real-world","acm_1773","acm sigmod record","1998"
"ron musick , chris miller","","second metadata conference report ieee","report on the second ieee metadata conference ( metadata ' 97 )","acm_1774","acm sigmod record","1998"
"praveen seshadri","database","predator resource research","predator : a resource for database research","acm_1775","acm sigmod record","1998"
"sophie cluet , claude delobel , j &#233; r &#466; me sim &#233; on , katarzyna smaga","data","need mediators conversion","your mediators need data conversion !","acm_1776","international conference on management of data","1998"
"k. v. ravi kanth , divyakant agrawal , ambuj singh","databases","similarity reduction searching dimensionality dynamic","dimensionality reduction for similarity searching in dynamic databases","acm_1777","international conference on management of data","1998"
"thomas seidl , hans-peter kriegel","","multi optimal nearest neighbor step search k","optimal multi-step k-nearest neighbor search","acm_1778","international conference on management of data","1998"
"stefan berchtold , christian b &#246; hm , hans-peter kriegal","","dimensionality towards breaking technique curse pyramid","the pyramid-technique : towards breaking the curse of dimensionality","acm_1779","international conference on management of data","1998"
"tolga urhan , michael j. franklin , laurent amsaleg","based","initial delays cost scrambling query","cost-based query scrambling for initial delays","acm_1780","international conference on management of data","1998"
"bj &#246; rn t. j &#243; nsson , michael j. franklin , divesh srivastava","management information","buffer evaluation interaction query retrieval","interaction of query evaluation and buffer management for information retrieval","acm_1781","international conference on management of data","1998"
"navin kabra , david j. dewitt","","mid optimal query execution efficient plans optimization sub","efficient mid-query re-optimization of sub-optimal query execution plans","acm_1782","international conference on management of data","1998"
"rakesh agrawal , johannes gehrke , dimitrios gunopulos , prabhakar raghavan","data","applications high automatic mining subspace clustering dimensional","automatic subspace clustering of high dimensional data for data mining applications","acm_1783","international conference on management of data","1998"
"roberto j. bayardo , jr.","databases","long mining patterns efficiently","efficiently mining long patterns from databases","acm_1784","international conference on management of data","1998"
"sudipto guha , rajeev rastogi , kyuseok shim","databases","efficient clustering algorithm large cure","cure : an efficient clustering algorithm for large databases","acm_1785","international conference on management of data","1998"
"mitch cherniack , stan zdonik","based","rule transformations changing rules optimizers","changing the rules : transformations for rule-based optimizers","acm_1786","international conference on management of data","1998"
"leonidas fegaras","databases","oriented query unnesting object","query unnesting in object-oriented databases","acm_1787","international conference on management of data","1998"
"jun rao , kenneth a. ross","","strategy queries reusing new invariants correlated","reusing invariants : a new strategy for correlated queries","acm_1788","international conference on management of data","1998"
"takahiko shintani , masaru kitsuregawa","","parallel mining classification hierarchy association rules generalized algorithms","parallel mining algorithms for generalized association rules with classification hierarchy","acm_1789","international conference on management of data","1998"
"raymond t. ng , laks v. s. lakshmanan , jiawei han , alex pang","","pruning associations optimizations mining rules constrained exploratory","exploratory mining and pruning optimizations of constrained associations rules","acm_1790","international conference on management of data","1998"
"dick tsur , jeffrey d. ullman , serge abiteboul , chris clifton , rajeev motwani , svetlozar nestorov , arnon rosenthal","","query mining association rule flocks generalization","query flocks : a generalization of association-rule mining","acm_1791","international conference on management of data","1998"
"chee-yong chan , yannis e. ioannidis","","evaluation design bitmap index","bitmap index design and evaluation","acm_1792","international conference on management of data","1998"
"surajit chaudhuri , vivek narasayya","","autoadmin utility index analysis","autoadmin what-if index analysis utility","acm_1793","international conference on management of data","1998"
"phillip b. gibbons , yossi matias","based","statistics summary query new improving answers approximate sampling","new sampling-based summary statistics for improving approximate query answers","acm_1794","international conference on management of data","1998"
"sunita sarawagi , shiby thomas , rakesh agrawal","systems database","mining relational association rule implications integrating alternatives","integrating association rule mining with relational database systems : alternatives and implications","acm_1795","international conference on management of data","1998"
"soumen chakrabarti , byron dom , piotr indyk","using","hyperlinks hypertext enhanced categorization","enhanced hypertext categorization using hyperlinks","acm_1796","international conference on management of data","1998"
"subbu n. subramanian , shivakumar venkataraman","using based","cost views queries decision support transient optimization","cost-based optimization of decision support queries using transient-views","acm_1797","international conference on management of data","1998"
"brad adelberg","data","structured tool semi automatically nodose documents semistructured text extracting","nodose-a tool for semi-automatically extracting structured and semistructured data from text documents","acm_1798","international conference on management of data","1998"
"svetlozar nestorov , serge abiteboul , rajeev motwani","data","semistructured extracting schema","extracting schema from semistructured data","acm_1799","international conference on management of data","1998"
"prasad m. deshpande , karthikeyan ramasamy , amit shukla , jeffrey f. naughton","using","multidimensional chunks queries caching","caching multidimensional queries using chunks","acm_1800","international conference on management of data","1998"
"yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla","","evaluation multiple queries optimization dimensional simultaneous","simultaneous optimization and evaluation of multiple dimensional queries","acm_1801","international conference on management of data","1998"
"g &#237; sli r. hjaltason , hanan samet","databases","spatial incremental join algorithms distance","incremental distance join algorithms for spatial databases","acm_1802","international conference on management of data","1998"
"yannis kotidis , nick roussopoulos","based","aggregate rolap organization storage alternative views cubetrees","an alternative storage organization for rolap aggregate views based on cubetrees","acm_1803","international conference on management of data","1998"
"st &#233; phane grumbach , philippe rigaux , luc segoufin","system","complex dedale spatial queries","the dedale system for complex spatial queries","acm_1804","international conference on management of data","1998"
"apostolos n. papadopoulos , yannis manolopoulos","using","similarity processing arrays query disk","similarity query processing using disk arrays","acm_1805","international conference on management of data","1998"
"re &#233; e j. miller","using","structures heterogeneous schematically","using schematically heterogeneous structures","acm_1806","international conference on management of data","1998"
"william w. cohen","databases using based","integration textual queries common heterogeneous domains without similarity","integration of heterogeneous databases without common domains using queries based on textual similarity","acm_1807","international conference on management of data","1998"
"timothy griffin , richard hull","","hypothetical framework implementing queries","a framework for implementing hypothetical queries","acm_1808","international conference on management of data","1997"
"michael j. carey , donald kossmann","","sql enough already saying","on saying enough already ! in sql","acm_1809","international conference on management of data","1997"
"sergey brin , rajeev motwani , jeffrey d. ullman , shalom tsur","data","implication counting dynamic rules market basket itemset","dynamic itemset counting and implication rules for market basket data","acm_1810","international conference on management of data","1997"
"andrea c. arpaci-dusseau , remzi h. arpaci-dusseau , david e. culler , joseph m. hellerstein , david a. patterson","","performance high workstations networks sorting","high-performance sorting on networks of workstations","acm_1811","international conference on management of data","1997"
"eui-hong han , george karypis , vipin kumar","data","association parallel mining scalable rules","scalable parallel data mining for association rules","acm_1812","international conference on management of data","1997"
"sergey brin , rajeev motwani , craig silverstein","","correlations baskets association beyond rules market generalizing","beyond market baskets : generalizing association rules to correlations","acm_1813","international conference on management of data","1997"
"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger","","exploration devise visual integrated querying large datasets","devise : integrated querying and visual exploration of large datasets","acm_1814","international conference on management of data","1997"
"flip korn , h. v. jagadish , christos faloutsos","","hoc queries ad sequences large datasets supporting efficiently time","efficiently supporting ad hoc queries in large datasets of time sequences","acm_1815","international conference on management of data","1997"
"michael j. carey , david j. dewitt , jeffrey f. naughton , mohammad asgarian , paul brown , johannes e. gehrke , dhaval n. shah","","relational benchmark bucky object","the bucky object-relational benchmark","acm_1816","international conference on management of data","1997"
"joachen doppelhammer , thomas h &#246; ppler , alfons kemper , donald kossmann","database","r real tpc performance world sap","database performance in the real world : tpc-d and sap r/3","acm_1817","international conference on management of data","1997"
"yihong zhao , prasad m. deshpande , jeffrey f. naughton","based","multidimensional algorithm array aggregates simultaneous","an array-based algorithm for simultaneous multidimensional aggregates","acm_1818","international conference on management of data","1997"
"brad adelberg , hector garcia-molina , jennifer widom","system data","strip maintaining rule derived efficiently","the strip rule system for efficiently maintaining derived data","acm_1819","international conference on management of data","1997"
"swarup acharya , michael franklin , stanley zdonik","data","broadcast pull push balancing","balancing push and pull for data broadcast","acm_1820","international conference on management of data","1997"
"joseph m. hellerstein , peter j. haas , helen j. wang","","online aggregation","online aggregation","acm_1821","international conference on management of data","1997"
"luis gravano , chen-chuan k. chang , h &#233; ctor garc &#237; a-molina , andreas paepcke","","starts proposal stanford searching meta internet","starts : stanford proposal for internet meta-searching","acm_1822","international conference on management of data","1997"
"r. j. bayardo , jr. , w. bohrer , r. brice , a. cichocki , j. fowler , a. helal , v. kashyap , t. ksiezyk , g. martin , m. nodine , m. rashid , m. rusinkiewicz , r. shea , c. unnikrishnan , a. unruh , d. woelk","information based","integration environments infosleuth open agent semantic dynamic","infosleuth : agent-based semantic integration of information in open and dynamic environments","acm_1823","international conference on management of data","1997"
"latha s. colby , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick , kenneth a. ross","","view multiple maintenance supporting policies","supporting multiple view maintenance policies","acm_1824","international conference on management of data","1997"
"d. agrawal , a. el abbadi , a. singh , t. yurek","data","view maintenance warehouses efficient","efficient view maintenance at data warehouses","acm_1825","international conference on management of data","1997"
"fran &#231; ois llirbat , fran &#231; oise fabret , eric simon","","sql redundant eliminating trigger executions costly computations","eliminating costly redundant computations from sql trigger executions","acm_1826","international conference on management of data","1997"
"iakovos motakis , carlo zaniolo","database","temporal rules active aggregation","temporal aggregation in active database rules","acm_1827","international conference on management of data","1997"
"r. j. miller , y. yang","data","association rules interval","association rules over interval data","acm_1828","international conference on management of data","1997"
"binto george , jayant haritsa","systems database","transaction processing time firm secure real","secure transaction processing in firm real-time database systems","acm_1829","international conference on management of data","1997"
"sushil jajodia , pierangela samarati , v. s. subrahmanian , eliza bertino","","framework multiple control enforcing unified policies access","a unified framework for enforcing multiple access control policies","acm_1830","international conference on management of data","1997"
"ramesh gupta , jayant haritsa , krithi ramamritham","systems database","processing revisiting distributed commit","revisiting commit processing in distributed database systems","acm_1831","international conference on management of data","1997"
"umesh maheshwari , barbara liskov","","garbage store object large collection partitioned","partitioned garbage collection of a large object store","acm_1832","international conference on management of data","1997"
"nick koudas , kenneth c. sevcik","","spatial size join separation","size separation spatial join","acm_1833","international conference on management of data","1997"
"jignesh patel , jiebing yu , navin kabra , kristin tufte , biswadeep nag , josef burger , nancy hall , karthikeyan ramasamy , roger lueder , curt ellmann , jim kupsch , shelly guo , johan larson , david de witt , jeffrey naughton","","spatial evaluation dbms implementation technology building geo scaleable","building a scaleable geo-spatial dbms : technology , implementation , and evaluation","acm_1834","international conference on management of data","1997"
"michael gebhardt , matthias jarke , stephan jacobs","data","multi interfaces negotiation toolkit support dimensional","a toolkit for negotiation support interfaces to multi-dimensional data","acm_1835","international conference on management of data","1997"
"tolga bozkaya , meral ozsoyoglu","based","high indexing metric distance dimensional spaces","distance-based indexing for high-dimensional metric spaces","acm_1836","international conference on management of data","1997"
"norio katayama , shin ` ichi satoh","","high nearest queries structure index neighbor sr tree dimensional","the sr-tree : an index structure for high-dimensional nearest neighbor queries","acm_1837","international conference on management of data","1997"
"narayanan shivakumar , h &#233; ctor garc &#237; a-molina","databases","wave indexing evolving indices","wave-indices : indexing evolving databases","acm_1838","international conference on management of data","1997"
"dallan quass , jennifer widom","","view warehouse maintenance line","on-line warehouse view maintenance","acm_1839","international conference on management of data","1997"
"joachim hammer , h &#233; ctor garc &#237; a-molina , svetlozar nestorov , ramana yerneni , marcus breunig , vasilis vassalos","system based","wrappers template tsimmis","template-based wrappers in the tsimmis system","acm_1840","international conference on management of data","1997"
"paolo atzeni , riccardo torlone","management data database","multiple heterogeneous tool model mdm schemes","mdm : a multiple-data model tool for the management of heterogeneous database schemes","acm_1841","international conference on management of data","1997"
"s. bressan , c. h. goh , k. fynn , m. jakobisiak , k. hussein , h. kon , t. lee , s. madnick , t. pena , j. qu , a. shum , m. siegel","","context prototype interchange mediator","the context interchange mediator prototype","acm_1842","international conference on management of data","1997"
"wen-syan li , k. sel &#231; uk candan , kyoji hirata , yoshinori hara","system based","query visual image retrieval object semcog interface","semcog : an object-based image retrieval system and its visual query interface","acm_1843","international conference on management of data","1997"
"anthony tomasic , r &#233; my amouroux , philippe bonnet , olga kapitskaia , hubert naacke , louiqa raschid","information","wide disco search distributed web component world","the distributed information search component ( disco ) and the world wide web","acm_1844","international conference on management of data","1997"
"r. j. bayardo , jr. , w. bohrer , r. brice , a. cichocki , j. fowler , a. halal , v. kashyap , t. ksiezyk , g. martin , m. nodine , m. rashid , m. rusinkiewicz , r. shea , c. unnikrishnan , a. unruh , d. woelk","","infosleuth project","the infosleuth project","acm_1845","international conference on management of data","1997"
"michael r. genesereth , arthur m. keller , oliver m. duschka","system information","integration infomaster","infomaster : an information integration system","acm_1846","international conference on management of data","1997"
"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan , iyer n. subramanian , despina papoulis , nematollaah shiri","database","multi interoperability languages","languages for multi-database interoperability","acm_1847","international conference on management of data","1997"
"surajit chaudhuri , umeshwar dayal","data","warehousing olap decision support","data warehousing and olap for decision support","acm_1848","international conference on management of data","1997"
"ralf kramer","databases","federation technologies case studies web architectures","databases on the web : technologies for federation architectures and case studies","acm_1849","international conference on management of data","1997"
"michael j. carey , nelson m. mattos , anil k. nori","systems database","products principles object relational challenges tutorial","object-relational database systems ( tutorial ) : principles , products and challenges","acm_1850","international conference on management of data","1997"
"dennis shasha","","lessons street wall distribution case configuration studies tuning","lessons from wall street : case studies in configuration , tuning , and distribution","acm_1851","international conference on management of data","1997"
"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger","","demo exploration devise visual integrated querying large datasets abstract","devise ( demo abstract ) : integrated querying and visual exploration of large datasets","acm_1852","international conference on management of data","1997"
"nita goyal , charles hoch , ravi krishnamurthy , brian meckler , michael suchow , moshe zloof","","project programming picture","picture programming project","acm_1853","international conference on management of data","1997"
"isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang","system database","visualization delaunay","delaunay : a database visualization system","acm_1854","international conference on management of data","1997"
"surajit chaudhuri","","optimization query crossroads","query optimization at the crossroads","acm_1855","international conference on management of data","1997"
"thomas eiter , georg gottlob , heikki mannila","","datalog disjunctive","disjunctive datalog","acm_1856","acm transactions on database systems ( tods )","1997"
"laks v. s. lakshmanan , nicola leone , robert ross , v. s. subrahmanian","system database","probview flexible probabilistic","probview : a flexible probabilistic database system","acm_1857","acm transactions on database systems ( tods )","1997"
"yannis e. ioannidis , miron livny , anastassia ailamaki , anand narayanan , andrew therber","management","desktop zoo environment experiment","zoo : a desktop experiment management environment","acm_1858","international conference on management of data","1997"
"michael j. franklin , michael j. carey , miron livny","","performance consistency transactional alternatives server cache client","transactional client-server cache consistency : alternatives and performance","acm_1859","acm transactions on database systems ( tods )","1997"
"gilles cl &#233; ment , christian larouche , denis gouin , paul morin , henry kucera","databases","among toward geospatial interoperability ogdi","ogdi : toward interoperability among geospatial databases","acm_1860","acm sigmod record","1997"
"thanasis hadzilacos , nectaria tryfona","","geographic applications extended relationship model entity","an extended entity-relationship model for geographic applications","acm_1861","acm sigmod record","1997"
"mary fernandez , daniela florescu , alon levy , dan suciu","system management","site language query web","a query language for a web-site management system","acm_1862","acm sigmod record","1997"
"daniel barbar &#225; , mark sullivan","databases","multidimensional approximations exploiting cubes quasi","quasi-cubes : exploiting approximations in multidimensional databases","acm_1863","acm sigmod record","1997"
"wilburt j. labio , yue zhuge , janet l. wiener , himanshu gupta , h &#233; ctor garc &#237; a-molina , jennifer widom","data","whips maintenance prototype warehouse creation","the whips prototype for data warehouse creation and maintenance","acm_1864","international conference on management of data","1997"
"jason tsong-li wang , dennis shasha , george j. s. chang , liam relihan , kaizhong zhang , girish patel","databases","structural document discovery matching","structural matching and discovery in document databases","acm_1865","international conference on management of data","1997"
"mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu","system management","strudel site web","strudel : a web site management system","acm_1866","international conference on management of data","1997"
"jaiwei han , krzysztof koperski , nebojsa stefanovic","system data","spatial geominer prototype mining","geominer : a system prototype for spatial data mining","acm_1867","international conference on management of data","1997"
"s. chakravarthy","based","dbms event object rules oriented sentinel","sentinel : an object-oriented dbms with event-based rules","acm_1868","international conference on management of data","1997"
"dirk wodtke , jeanine weissenfels , gerhard weikum , angelika kotz dittrich , peter muth","management","workflow mentor wide enterprise workbench","the mentor workbench for enterprise-wide workflow management","acm_1869","international conference on management of data","1997"
"stefan berchtold , hans-peter kriegel","systems database","similarity search cad","s3 : similarity search in cad database systems","acm_1870","international conference on management of data","1997"
"praveen seshadri , mark paskin","data","predator types dbms enhanced","predator : an or-dbms with enhanced data types","acm_1871","international conference on management of data","1997"
"corporate act-net consortium","system management database","features adbms manifesto active rulebase","the active database management system manifesto : a rulebase of adbms features","acm_1872","acm sigmod record","1996"
"azer bestavros , kwei-jay lin , sang son","systems database","first time report international workshop real","report on first international workshop on real-time database systems","acm_1873","acm sigmod record","1996"
"alexandros biliris , euthimios panagos","","manager object storage overview bess architecture","bess object storage manager : architecture overview","acm_1874","acm sigmod record","1996"
"asuman dogac","","middle east center software development research technical university","middle east technical university software research and development center","acm_1875","acm sigmod record","1996"
"michael g. norman , thomas zurek , peter thanisch","","ado shared nothing much","much ado about shared-nothing","acm_1876","acm sigmod record","1996"
"carsten a. gerlhof , alfons kemper , guido moerkotte","","cost reorganization bases object clustering monitoring","on the cost of monitoring and reorganization of object bases for clustering","acm_1877","acm sigmod record","1996"
"waqar hasan , daniela florescu , patrick valduriez","","parallel issues optimization query open","open issues in parallel query optimization","acm_1878","acm sigmod record","1996"
"lionel brunie , harald kosch","systems","query nothing control relational strategies processing shared complex","control strategies for complex relational query processing in shared nothing systems","acm_1879","acm sigmod record","1996"
"witold litwin , marie-anna neimat , donovan a. schneider","data","structure distributed scalable lh","lh * - a scalable , distributed data structure","acm_1880","acm transactions on database systems ( tods )","1996"
"louiqa raschid , jorge lobo","system management database","semantics implementation relational rule update programs","semantics for update rule programs and implementation in a relational database management system","acm_1881","acm transactions on database systems ( tods )","1996"
"john s. keen , william j. dally","management","applications extended log logging ephemeral storage long lived transactions","extended ephemeral logging : log storage management for applications with long lived transactions","acm_1882","acm transactions on database systems ( tods )","1997"
"c &#233; sar galindo-legaria , arnon rosenthal","","outerjoin simplification reordering optimization query","outerjoin simplification and reordering for query optimization","acm_1883","acm transactions on database systems ( tods )","1997"
"george colliat","systems database","relational olap multidimensional","olap , relational , and multidimensional database systems","acm_1884","acm sigmod record","1996"
"albert d'andrea , phil janus","system management database","generation next relational object unisql","unisql 's next-generation object-relational database management system","acm_1885","acm sigmod record","1996"
"xiaolei qian","","scientists take actions upon called","scientists called upon to take actions","acm_1886","acm sigmod record","1996"
"dean kuo","data based","verification manager aries model","model and verification of a data manager based on aries","acm_1887","acm transactions on database systems ( tods )","1996"
"yannis e. ioannidis","information","visualization dynamic","dynamic information visualization","acm_1888","acm sigmod record","1996"
"tiziana catarci , isabel f. cruz","information","visualization","information visualization","acm_1889","acm sigmod record","1996"
"christopher ahlberg","information","exploration environment spotfire","spotfire : an information exploration environment","acm_1890","acm sigmod record","1996"
"egemen tanin , richard beigel , ben shneiderman","data","structures interfaces query incremental algorithms dynamic","incremental data structures and algorithms for dynamic query interfaces","acm_1891","acm sigmod record","1996"
"c. j. date","","r camps response religious domains relations wars article","a response to r. camps ' article domains , relations and religious wars","acm_1892","acm sigmod record","1996"
"randel j. peters , m. tamer &#214; zsu","systems","axiomatic schema objectbase model evolution dynamic","an axiomatic model of dynamic schema evolution in objectbase systems","acm_1893","acm transactions on database systems ( tods )","1997"
"m. rafanelli , a. bezenchek , l. tininini","system management data","problem definition aggregate","the aggregate data problem : a system for their definition and management","acm_1894","acm sigmod record","1996"
"hugh darwen","","religious relations domains reply wars","in reply to domains , relations and religious wars","acm_1895","acm sigmod record","1996"
"amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf","information systems","automation workflow process report workshop nsf","report from the nsf workshop on workflow and process automation in information systems","acm_1896","acm sigmod record","1996"
"kenneth c. cox , stephen g. eick , taosong he","","geographic displays network","3d geographic network displays","acm_1897","acm sigmod record","1996"
"jeff sidell","system management database","mariposa distributed","the mariposa distributed database management system","acm_1898","acm sigmod record","1996"
"m. p. atkinson , l. dayn &#232; s , m. j. jordan , t. printezis , s. spence","","orthogonally persistent java","an orthogonally persistent java","acm_1899","acm sigmod record","1996"
"daniel a. keim","database","pixel visualizations oriented","pixel-oriented database visualizations","acm_1900","acm sigmod record","1996"
"jessie b. kennedy , kenneth j. mitchell , peter j. barclay","information","framework visualisation","a framework for information visualisation","acm_1901","acm sigmod record","1996"
"masum z. hasan , alberto o. mendelzon , dimitra vista","database","applying visualization world wide web","applying database visualization to the world wide web","acm_1902","acm sigmod record","1996"
"giuseppe santucci , laura tarantino","","table hypertabular answer","to table or not to table : a hypertabular answer","acm_1903","acm sigmod record","1996"
"ralf kramer , ralf nicholai , arne koschel , claudia rolker , peter lockemann , andree keitel , rudolf legat , konrad tirm","system information based","udk www meta web environmental","www-udk : a web-based environmental meta-information system","acm_1904","acm sigmod record","1997"
"wolf-fritz riekert , roland mayer-f &#246; ll , gerlinde wiest","management information data systems","baden w uis rttemberg environmental services","uis-management of data and services in the environmental information systems of baden-w &#252; rttemberg","acm_1905","acm sigmod record","1997"
"david j. abel , kerry taylor , dean kun","management information systems","integrating modelling environmental","integrating modelling systems for environmental management information systems","acm_1906","acm sigmod record","1997"
"anthony tomasic , eric simon","using information data","environmental context improving access","improving access to environmental data using context information","acm_1907","acm sigmod record","1997"
"xiolai qian","","programs new darpa nsf","new programs at darpa and nsf","acm_1908","acm sigmod record","1996"
"oliver g &#252; nther","information systems","environmental","environmental information systems","acm_1909","acm sigmod record","1997"
"andrew eisenberg","","procedures standard stored new sql","new standard for stored procedures in sql","acm_1910","acm sigmod record","1996"
"ramesh bhashyam","","results issues tpc challenges","tpc-d-the challenges , issues and results","acm_1911","acm sigmod record","1996"
"shekar ramanathan , julia hodges","databases","structures existing object relational extraction oriented","extraction of object-oriented structures from existing relational databases","acm_1912","acm sigmod record","1997"
"surajit chaudhuri , umeshwar dayal","data","warehousing technology olap overview","an overview of data warehousing and olap technology","acm_1913","acm sigmod record","1997"
"kosmas karadimitriou , john m. tyler","databases","methods min image max compression medical","min-max compression methods for medical image databases","acm_1914","acm sigmod record","1997"
"joseph fong","databases","relational oriented converting object","converting relational to object-oriented databases","acm_1915","acm sigmod record","1997"
"peter buneman , louiqa raschid , jeffrey ullman","","april pob working mediator maryland report proposal languages group standard university held","mediator languages-a proposal for a standard : report of an i3/pob working group held at the university of maryland , april 12 and 13 , 1996","acm_1916","acm sigmod record","1997"
"arnon rosenthal , erich hughes , scott renner , len seligman","","mediator consumer proposal languages standard viewpoint","a consumer viewpoint on mediator languages-a proposal for a standard","acm_1917","acm sigmod record","1997"
"james frew , jeff dozier","system management data","science earth","data management for earth system science","acm_1918","acm sigmod record","1997"
"kenn gardels","","libraries gis line open environmental","open gis and on-line environmental libraries","acm_1919","acm sigmod record","1997"
"davood rafiei , alberto mendelzon","data based","similarity time series queries","similarity-based queries for time series data","acm_1920","international conference on management of data","1997"
"stefan berchtold , christian b &#246; hm , bernhard braunm &#252; ller , daniel a. keim , hans-peter kriegel","databases","similarity fast parallel multimedia search","fast parallel similarity search in multimedia databases","acm_1921","international conference on management of data","1997"
"ouri wolfson , sushil jajodia , yixiu huang","data","algorithm replication adaptive","an adaptive data replication algorithm","acm_1922","acm transactions on database systems ( tods )","1997"
"paul ammann , sushil jajodia , indrakshi ray","based","applying formal methods semantic transactions decomposition","applying formal methods to semantic-based decomposition of transactions","acm_1923","acm transactions on database systems ( tods )","1997"
"james clifford , curtis dyreson , tom &#225; s isakowitz , christian s. jensen , richard thomas snodgrass","databases","semantics","on the semantics of now in databases","acm_1924","acm transactions on database systems ( tods )","1997"
"x. sean wang , claudio bettini , alexander brodsky , sushil jajodia","databases","design multiple temporal logical granularities","logical design for temporal databases with multiple granularities","acm_1925","acm transactions on database systems ( tods )","1997"
"xiaolei qian","management information","assurance opportunities","opportunities in information management and assurance","acm_1926","acm sigmod record","1997"
"khoa doan , catherine plaisant , ben shneiderman , tom bruns","information data systems","query study previews case networked environmental nasa","query previews for networked information systems : a case study with nasa environmental data","acm_1927","acm sigmod record","1997"
"thin-fong tsuei , allan n. packer , keng-tai ko","database","buffer size oltp workloads investigation","database buffer size investigation for oltp workloads","acm_1928","international conference on management of data","1997"
"inderpal singh mumick , dallan quass , barinderpal singh mumick","data","warehouse maintenance tables summary cubes","maintenance of data cubes and summary tables in a warehouse","acm_1929","international conference on management of data","1997"
"nick roussopoulos , yannis kotidis , mema roussopoulos","data","cubetree updates organization cube incremental bulk","cubetree : organization of and bulk incremental updates on the data cube","acm_1930","international conference on management of data","1997"
"ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant","data","olap queries cubes range","range queries in olap data cubes","acm_1931","international conference on management of data","1997"
"marcel kornacker , c. mohan , joseph m. hellerstein","","recovery generalized search concurrency trees","concurrency and recovery in generalized search trees","acm_1932","international conference on management of data","1997"
"markos zaharioudakis , michael j. carey","systems database","indices concurrent consistency highly server cache client","highly concurrent cache consistency for indices in client-server database systems","acm_1933","international conference on management of data","1997"
"patrick o'neil , dallan quass","","indexes performance improved query variant","improved query performance with variant indexes","acm_1934","international conference on management of data","1997"
"sudarshan s. chawathe , hector garcia-molina","data","structured meaningful change detection","meaningful change detection in structured data","acm_1935","international conference on management of data","1997"
"jason t. l. wang , kaizhong zhang , dennis shasha","databases","pattern matching scientific document discovery program","pattern matching and pattern discovery in scientific , program , and document databases","acm_1936","international conference on management of data","1995"
"r. l. grossman , d. hanley , x. qin","","light persistent manager ptool object weight","ptool : a light weight persistent object manager","acm_1937","international conference on management of data","1995"
"werner dreyer , angelika kotz dittrich , duri schmidt","system using management","time calanda series","using the calanda time series management system","acm_1938","international conference on management of data","1995"
"willem jonker , heribert sch &#252; tz","system database","multi ecrc","the ecrc multi database system","acm_1939","international conference on management of data","1995"
"elena baralis , stefano ceri , stefano paraboschi","","design rules active modularization techniques","modularization techniques for active rules design","acm_1940","acm transactions on database systems ( tods )","1996"
"peter buneman , atsushi ohori","database","type inference polymorphism programming","polymorphism and type inference in database programming","acm_1941","acm transactions on database systems ( tods )","1996"
"wai yin mok , yiu-kai ng , david w. embley","","characterizing redundancy nested form normal precisely relations","a normal form for precisely characterizing redundancy in nested relations","acm_1942","acm transactions on database systems ( tods )","1996"
"inderpal singh mumick , sheldon j. finkelstein , hamid pirahesh , raghu ramakrishnan","","magic conditions","magic conditions","acm_1943","acm transactions on database systems ( tods )","1996"
"ling liu , robert meersman","","activity specifying approach communication building objects complex blocks behavior driven","the building blocks for specifying communication behavior of complex objects : an activity-driven approach","acm_1944","acm transactions on database systems ( tods )","1996"
"kenneth a. ross","databases","elimination tail recursion deductive","tail recursion elimination in deductive databases","acm_1945","acm transactions on database systems ( tods )","1996"
"colin bell , anil nerode , raymond t. ng , v. s. subrahmanian","databases","deductive programming integer implementing mixed","implementing deductive databases by mixed integer programming","acm_1946","acm transactions on database systems ( tods )","1996"
"sha guo , wei sun , mark a. weiss","systems database","implication satisfiability solving problems","solving satisfiability and implication problems in database systems","acm_1947","acm transactions on database systems ( tods )","1996"
"paolo ciaccia , paolo tiberio , pavel zezula","based","files signature key partitioned declustering","declustering of key-based partitioned signature files","acm_1948","acm transactions on database systems ( tods )","1996"
"debabrata dey , sumit sarkar","","relational model algebra probabilistic","a probabilistic relational model and algebra","acm_1949","acm transactions on database systems ( tods )","1996"
